,correlatoin,AAPL,MSFT,AMZN,GOOG,TSLA
3137,0.9622215680555668,20,35,5,35,5
500,0.9622192823782125,0,40,5,20,35
3322,0.9622087893235085,25,0,45,0,30
2540,0.9622074252623913,15,40,5,35,5
3004,0.9622039594513362,20,25,5,45,5
2926,0.9621987030433754,20,20,5,30,25
5567,0.9621937095811848,45,25,10,15,5
3071,0.9621784515571458,20,30,5,25,20
3491,0.9621670854262654,25,15,5,35,20
2629,0.9621527271451501,20,0,5,45,30
3189,0.962150142426985,20,40,5,25,10
1967,0.9621490508350989,15,0,5,45,35
2017,0.9621463979798324,15,0,45,0,40
3341,0.9621237878906569,25,5,10,20,40
2407,0.962102050316735,15,30,5,45,5
3636,0.9620961681498038,25,25,5,30,15
3938,0.9620937757107774,30,5,10,20,35
2542,0.9620772001234688,15,40,10,0,35
4378,0.9620693783425216,30,45,10,0,15
3077,0.9620623359731468,20,30,10,5,35
3700,0.9620584024581815,25,30,5,30,10
3638,0.9620538840720219,25,25,5,40,5
3192,0.962046547534481,20,40,10,0,30
2031,0.9620387951233285,15,5,5,40,35
2699,0.9620387032356068,20,5,5,40,30
3568,0.9620098417818891,25,20,5,45,5
36,0.9620090369341894,0,5,5,45,45
2593,0.9620045085144445,15,45,5,30,5
347,0.9619966590295759,0,30,5,25,40
3190,0.9619724229255272,20,40,5,30,5
4970,0.96195797529893,40,5,15,10,30
82,0.9619481591202773,0,10,5,40,45
4818,0.9619374539015477,35,35,10,5,15
870,0.9619353970912455,5,20,5,30,40
3704,0.9619309122156571,25,30,10,5,30
3701,0.9619298776854727,25,30,5,35,5
1787,0.9619125673225494,10,35,5,20,30
3264,0.9618988027634355,25,0,5,45,25
2409,0.9618967003543958,15,30,10,5,40
1295,0.9618899505846881,10,0,5,45,40
1925,0.9618880719928271,10,45,5,35,5
1862,0.9618781847239142,10,40,5,40,5
2701,0.9618724592725255,20,5,10,20,45
4012,0.96184623755408,30,10,5,45,10
2473,0.9618151146749568,15,35,5,20,25
1864,0.9618064947620599,10,40,10,0,40
4086,0.9618015331184496,30,15,5,40,10
3935,0.9618007087920752,30,5,5,45,15
579,0.96179348439076,0,45,5,40,10
2328,0.961791667317565,15,25,5,25,30
4481,0.961779996906186,35,5,10,20,30
1351,0.9617794185204819,10,5,5,40,40
3338,0.9617769231538474,25,5,5,40,25
5046,0.9617720763021502,40,10,20,0,30
2101,0.9617580442657623,15,10,5,35,35
2773,0.9617535820524938,20,10,5,35,30
3565,0.961745489871297,25,20,5,30,20
1097,0.9617321161001788,5,35,5,20,35
3917,0.9617263657610943,30,0,45,0,25
5438,0.9617195468079083,45,10,10,20,15
138,0.9617194639622966,0,15,5,35,45
4011,0.961714246756477,30,10,5,40,15
3799,0.9617118457686507,25,40,10,0,25
1636,0.9617071354876369,10,25,5,25,35
1792,0.9617049505739153,10,35,5,45,5
3188,0.9616660968308315,20,40,5,20,15
1242,0.961633048224728,5,45,5,15,30
3571,0.9616298820657121,25,20,10,10,35
3754,0.9616296881338368,25,35,5,30,5
1921,0.9616294832880764,10,45,5,15,25
1338,0.9616084030404776,10,0,45,0,45
3000,0.961602236999464,20,25,5,25,25
4156,0.9615863515879551,30,20,5,35,10
505,0.9615749167791575,0,40,5,45,10
2931,0.961567295509946,20,20,10,10,40
3233,0.961540324082449,20,45,5,25,5
3753,0.9615381274739758,25,35,5,25,10
5095,0.9615354966322283,40,15,10,15,20
3699,0.9615345064260888,25,30,5,25,15
5533,0.9615229187472157,45,20,10,15,10
5007,0.9615199028311283,40,5,45,0,10
4087,0.9615196793622164,30,15,5,45,5
4157,0.9615108979410955,30,20,5,40,5
4276,0.9615000822000593,30,30,10,5,25
1415,0.9614990328704796,10,10,5,35,40
3232,0.9614932579869169,20,45,5,20,10
3414,0.9614833848643657,25,10,5,35,25
4085,0.9614564160387649,30,15,5,35,15
5495,0.9614441470038008,45,15,15,5,20
3134,0.9614375557370115,20,35,5,20,20
1718,0.9614371519577831,10,30,10,5,45
5305,0.9614179687778827,45,0,10,25,20
4161,0.9614000570236056,30,20,10,10,30
5190,0.9613873506731868,40,25,10,10,15
4419,0.9613869348168985,35,0,20,5,40
3858,0.9613857060605817,30,0,5,45,20
633,0.9613781910670869,5,0,5,45,45
5281,0.9613717371050488,40,45,10,5,0
3579,0.9613716204280334,25,20,15,0,40
574,0.9613550884046843,0,45,5,15,35
944,0.9613512378487777,5,25,5,25,40
2590,0.9613418920662218,15,45,5,15,20
3874,0.9613402656298675,30,0,20,5,45
4220,0.9613326052494755,30,25,5,35,5
4168,0.9613221510798616,30,20,15,0,35
202,0.9613151246741889,0,20,5,30,45
2175,0.9612989223022915,15,15,5,30,35
2849,0.9612894561219106,20,15,5,30,30
423,0.9612766626777046,0,35,5,20,40
679,0.9612633999629331,5,5,5,40,45
5268,0.961254419310296,40,40,10,5,5
3934,0.9612518598391497,30,5,5,40,20
1178,0.9612379419004736,5,40,10,0,45
1247,0.9612205043971819,5,45,5,40,5
5382,0.9612161712962943,45,5,15,10,25
2256,0.9612150922306423,15,20,10,10,45
3138,0.9612118180456418,20,35,5,40,0
4219,0.9611926317941167,30,25,5,30,10
4962,0.961180761091627,40,5,10,20,25
3702,0.9611767308936783,25,30,5,40,0
3191,0.9611616548950501,20,40,5,35,0
3797,0.9611450776153913,25,40,5,25,5
5569,0.9611371567792274,45,25,15,0,15
3635,0.9611369306708059,25,25,5,25,20
4903,0.9611266433609282,40,0,20,5,35
2939,0.9611155907648485,20,20,15,0,45
3639,0.9611060887001907,25,25,5,45,0
5611,0.9611007525467317,45,35,10,10,0
3075,0.9610965589150499,20,30,5,45,0
3755,0.9610803963057509,25,35,5,35,0
4352,0.9610712480719794,30,40,10,0,20
1485,0.9610409590100893,10,15,5,30,40
4155,0.9610192082948252,30,20,5,30,15
1177,0.9610143074101626,5,40,5,45,5
3490,0.9610102589521615,25,15,5,30,25
2402,0.9610093994874607,15,30,5,20,30
1857,0.960989220523319,10,40,5,15,30
5449,0.9609845915129762,45,10,20,0,25
735,0.9609794352130892,5,10,5,35,45
4273,0.9609767027838501,30,30,5,30,5
4695,0.9609644871164604,35,20,15,0,30
4428,0.960951152691867,35,0,25,0,40
2541,0.9609465732902954,15,40,5,40,0
4010,0.9609458357829763,30,10,5,35,20
3234,0.960937908355952,20,45,5,30,0
2594,0.9609376271922807,15,45,5,35,0
1712,0.9609296733844752,10,30,5,20,35
4862,0.9609220041648094,35,45,10,0,10
3883,0.9609064716719876,30,0,25,0,45
4458,0.9608987634066929,35,0,45,0,20
2536,0.9608838784613799,15,40,5,15,25
4689,0.9608758040236054,35,20,10,10,25
2628,0.9608703179867121,20,0,5,40,35
4477,0.9608585451841825,35,5,5,45,10
5469,0.9608554481237257,45,10,45,0,0
4221,0.9608408415448793,30,25,5,40,0
3418,0.9608397805611489,25,10,10,15,40
3796,0.9608242069725782,25,40,5,20,10
4158,0.9608197030994639,30,20,5,45,0
1171,0.9608127671496587,5,40,5,15,35
3070,0.9608112427945655,20,30,5,20,25
3798,0.9608089377034973,25,40,5,30,0
4015,0.9608017002027048,30,10,10,15,35
5592,0.9607995776893581,45,30,10,10,5
2478,0.9607916952966211,15,35,5,45,0
3752,0.9607784066613977,25,35,5,20,15
3263,0.9607750270092733,25,0,5,40,30
3231,0.9607685094079672,20,45,5,15,15
4784,0.960768320916809,35,30,10,5,20
4551,0.9607532981797915,35,10,5,40,10
4552,0.9607342734861072,35,10,5,45,5
272,0.9607272317025428,0,25,5,25,45
5249,0.9607070683816586,40,35,10,5,10
1966,0.9607063400351461,15,0,5,40,40
4274,0.9606935007969502,30,30,5,35,0
4911,0.9606785655818261,40,0,25,0,35
4622,0.9606680275637819,35,15,5,40,5
2251,0.9606534776329291,15,20,5,25,35
4023,0.960641855624148,30,10,15,5,40
2925,0.9606383425460043,20,20,5,25,30
4400,0.960612483887739,35,0,5,45,15
4272,0.9606122240678512,30,30,5,25,10
2776,0.9605928649971521,20,10,10,15,45
1020,0.960574705601999,5,30,5,20,40
5320,0.9605572938628184,45,0,20,5,30
2698,0.9605267109148093,20,5,5,35,35
799,0.9605185130880539,5,15,5,30,45
3425,0.960494548713173,25,10,15,5,45
3187,0.9604945080589752,20,40,5,15,20
4564,0.9604887281469947,35,10,15,5,35
4621,0.960476230720474,35,15,5,35,10
4556,0.9604761670229118,35,10,10,15,30
3831,0.9604677305136706,25,45,5,20,5
4476,0.9604625567185644,35,5,5,40,15
4084,0.9604596937068955,30,15,5,30,20
5490,0.9604415765643226,45,15,10,15,15
4316,0.9604349970612654,30,35,5,25,5
4685,0.9604308745619714,35,20,5,35,5
3337,0.9604254633830369,25,5,5,35,30
3857,0.9604184823428957,30,0,5,40,25
1559,0.960397286965844,10,20,5,25,40
4218,0.9603945338819218,30,25,5,25,15
1926,0.9603823087214174,10,45,5,40,0
4317,0.9603695605514769,30,35,5,30,0
2030,0.9603647349008985,15,5,5,35,40
499,0.9603574710575054,0,40,5,15,40
3832,0.9603540992850271,25,45,5,25,0
3564,0.9603495417834792,25,20,5,25,25
3698,0.9603332650606531,25,30,5,20,20
5152,0.9602968018169139,40,20,15,0,25
5375,0.9602951294100853,45,5,10,20,20
1294,0.9602856873435662,10,0,5,40,45
4623,0.960237639569353,35,15,5,45,0
3139,0.9602360498482525,20,35,10,0,35
4686,0.9602045260705389,35,20,5,40,0
1863,0.9601928930920417,10,40,5,45,0
4550,0.9601399765798784,35,10,5,35,15
4843,0.9601237710613959,35,40,10,0,15
3756,0.9600934624980865,25,35,10,0,30
5327,0.960086528567349,45,0,25,0,30
2479,0.9600780842219943,15,35,10,0,40
5566,0.9600773725864333,45,25,10,10,10
3933,0.9600589739081384,30,5,5,35,25
5147,0.9600559044475654,40,20,10,10,20
5039,0.960032833769298,40,10,15,5,30
580,0.9600325655923216,0,45,5,45,5
2472,0.960025117932228,15,35,5,15,30
4684,0.9600193399185418,35,20,5,30,10
4738,0.9600147651768874,35,25,5,30,5
2772,0.9600035301010084,20,10,5,30,35
4739,0.960001491709872,35,25,5,35,0
3641,0.9599648763180423,25,25,10,5,35
1786,0.9599509515080278,10,35,5,15,35
346,0.9599478178932591,0,30,5,20,45
1350,0.9599421822292686,10,5,5,35,45
3006,0.9599105197814666,20,25,10,5,40
3830,0.9599083232054374,25,45,5,15,10
3413,0.9598957093776477,25,10,5,30,30
869,0.9598727752928696,5,20,5,25,45
5032,0.9598614800016904,40,10,10,15,25
4351,0.9598607998212519,30,40,5,25,0
1920,0.9598568324772864,10,45,5,10,30
2100,0.9598442248170855,15,10,5,30,40
4315,0.9598369164932834,30,35,5,20,10
3795,0.9598196161390534,25,40,5,15,15
3133,0.9598175618136743,20,35,5,15,25
2327,0.9598137090943007,15,25,5,20,35
4399,0.9597993249238841,35,0,5,40,20
2999,0.9597922093066594,20,25,5,20,30
4154,0.9597854199905402,30,20,5,25,20
5413,0.95977148594442,45,5,45,0,5
2589,0.9597428725608882,15,45,5,10,25
3860,0.9597360353595217,30,0,10,20,40
5223,0.9597349412523323,40,30,10,5,15
4937,0.9597252808411613,40,0,45,0,15
4223,0.9597232791203228,30,25,10,5,30
4350,0.9596992255880052,30,40,5,20,5
1241,0.9596851952272394,5,45,5,10,35
4957,0.9596552393893866,40,5,5,45,5
4318,0.9596479563166336,30,35,10,0,25
4620,0.9596368024089734,35,15,5,30,15
1793,0.9596227518984396,10,35,10,0,45
4782,0.9596204562881403,35,30,5,30,0
4403,0.9595999865397377,35,0,10,20,35
1096,0.9595977462547111,5,35,5,15,40
3265,0.9595919970758259,25,0,10,20,45
4882,0.959578810904472,40,0,5,45,10
4271,0.9595742483580945,30,30,5,20,15
2333,0.9595630384285584,15,25,10,5,45
1635,0.9595600572469506,10,25,5,20,40
5027,0.9595270704084956,40,10,5,40,5
5623,0.9595220314384068,45,40,10,5,0
4009,0.9595187122292758,30,10,5,30,25
4410,0.9595160172639582,35,0,15,10,40
3634,0.9594931815458112,25,25,5,20,25
3866,0.9594747646939346,30,0,15,10,45
5280,0.9594664054783417,40,45,10,0,5
4475,0.9594258694043317,35,5,5,35,20
1414,0.9594204916767153,10,10,5,30,45
4781,0.9594115640684734,35,30,5,25,5
4956,0.9594087052573627,40,5,5,40,10
4737,0.959374543701798,35,25,5,25,10
5028,0.9593609536046531,40,10,5,45,0
3230,0.9593410545295098,20,45,5,10,20
3495,0.9593346407418837,25,15,10,10,40
3751,0.9593263227731362,25,35,5,15,20
5536,0.9593181564504282,45,20,15,0,20
1248,0.9593023497284315,5,45,5,45,0
2848,0.9592928969155464,20,15,5,25,35
4090,0.9592876994149961,30,15,10,10,35
5443,0.9592726822132249,45,10,15,5,25
5091,0.9592690048552599,40,15,5,40,0
4894,0.9592622148792004,40,0,15,10,35
573,0.9592309621643277,0,45,5,10,40
5090,0.9592266741758639,40,15,5,35,5
4741,0.9591836983613814,35,25,10,5,25
4886,0.9591817166313548,40,0,10,20,30
3489,0.9591778594242544,25,15,5,25,30
5610,0.9591739615046565,45,35,10,5,5
4377,0.959158922584805,30,45,5,20,0
2174,0.9591369684491127,15,15,5,25,40
2853,0.9590930401502591,20,15,10,10,45
5026,0.9590655175249,40,10,5,35,10
4816,0.9590532474523445,35,35,5,25,0
943,0.9590343145368644,5,25,5,20,45
4497,0.9590340031242961,35,5,20,0,40
5144,0.9590057631277238,40,20,5,35,0
3262,0.958999530975768,25,0,5,35,35
3953,0.9589982632623072,30,5,20,0,45
422,0.95896888627045,0,35,5,15,45
5437,0.9589567104752997,45,10,10,15,20
4626,0.9589497310393019,35,15,10,10,30
4683,0.9589450214872299,35,20,5,25,15
5532,0.9589399507512943,45,20,10,10,15
2627,0.9589349164965689,20,0,5,35,40
4881,0.9589168335844446,40,0,5,40,15
4217,0.9589149542792412,30,25,5,20,20
4817,0.9588980085661633,35,35,10,0,20
4549,0.9588711533449908,35,10,5,30,20
5267,0.9588693069557268,40,40,10,0,10
4349,0.9588584639366616,30,40,5,15,10
2535,0.9588306888806086,15,40,5,10,30
3856,0.9588014718430086,30,0,5,35,30
4083,0.9587897753688661,30,15,5,25,25
2401,0.9587715946710192,15,30,5,15,35
1856,0.9587628702862651,10,40,5,10,35
4376,0.9587610856373204,30,45,5,15,5
4977,0.9587595912918919,40,5,20,0,35
5143,0.9587460637884728,40,20,5,30,5
3069,0.9587430042244122,20,30,5,15,30
1484,0.9587128217437149,10,15,5,25,45
5312,0.9587113707508268,45,0,15,10,30
3829,0.9586498783368173,25,45,5,10,15
4815,0.9586130762622564,35,35,5,20,5
3186,0.9586130380757601,20,40,5,10,25
1965,0.9586100316062557,15,0,5,35,45
5187,0.9585632015468134,40,25,5,30,0
4314,0.9585501817124666,30,35,5,15,15
5089,0.9585413162244798,40,15,5,30,10
4780,0.9585337074704553,35,30,5,20,10
4955,0.958525434656213,40,5,5,35,15
1711,0.958521289285244,10,30,5,15,40
4098,0.958496470209064,30,15,15,0,40
5304,0.9584798237173546,45,0,10,20,25
3697,0.958433107429295,25,30,5,15,25
1170,0.9584123061418316,5,40,5,10,40
3336,0.9584083611834047,25,5,5,30,35
5591,0.9584001036119569,45,30,10,5,10
2924,0.9583868927653979,20,20,5,20,35
3937,0.9583724081990862,30,5,10,15,40
3503,0.9583581969748443,25,15,15,0,45
2697,0.9583480087192956,20,5,5,30,40
5189,0.9583449229868831,40,25,10,5,20
4398,0.9583389654493726,35,0,5,35,25
4633,0.9583310368347886,35,15,15,0,35
5094,0.9583190267062167,40,15,10,10,25
4842,0.9582916268037843,35,40,5,20,0
5299,0.9582849947377892,45,0,5,45,5
3563,0.958263968668491,25,20,5,20,30
2250,0.9582350842955969,15,20,5,20,40
3340,0.9582343489616117,25,5,10,15,45
4480,0.9582268119602375,35,5,10,15,35
5349,0.9582063317601465,45,0,45,0,10
3932,0.9582021998935771,30,5,5,30,30
5370,0.9581915114915482,45,5,5,45,0
5388,0.9581729264399631,45,5,20,0,30
4619,0.9581272491778109,35,15,5,25,20
3794,0.9581079378295116,25,40,5,10,20
5369,0.9580906501578019,45,5,5,40,5
5186,0.9580771758047208,40,25,5,25,5
3703,0.9580623590644193,25,30,10,0,35
4736,0.9580565763088192,35,25,5,20,15
5433,0.9580363339708442,45,10,5,40,0
2029,0.9580235887712715,15,5,5,30,45
3076,0.9580171299432604,20,30,10,0,40
1019,0.9579952026794295,5,30,5,15,45
5025,0.9579523254316444,40,10,5,30,15
5221,0.9579332102058502,40,30,5,25,0
4153,0.9578642032629444,30,20,5,20,25
5100,0.9578595508840212,40,15,15,0,30
5248,0.9578429559385332,40,35,10,0,15
4270,0.9578402188615941,30,30,5,15,20
5142,0.9578281005164592,40,20,5,25,10
1558,0.9578113385805566,10,20,5,20,45
4275,0.9578082278233396,30,30,10,0,30
4961,0.9577954039118708,40,5,10,15,30
498,0.9577824404463419,0,40,5,10,45
5298,0.9577709330074118,45,0,5,40,10
4474,0.9577277272022765,35,5,5,30,25
5432,0.9577228426101605,45,10,5,35,5
5486,0.9577085697617245,45,15,5,35,0
5630,0.957703932973259,45,45,10,0,0
2408,0.9576753999705294,15,30,10,0,45
4375,0.9576686198729547,30,45,5,10,10
3412,0.9576287209854734,25,10,5,25,35
4841,0.9576110763192628,35,40,5,15,5
4880,0.9576108828422434,40,0,5,35,20
3570,0.9576004519108336,25,20,10,5,40
2771,0.9575733155148586,20,10,5,25,40
4160,0.9575438307729013,30,20,10,5,35
4488,0.9575312400906512,35,5,15,5,40
2471,0.9575191228516833,15,35,5,10,35
3944,0.9574994934162652,30,5,15,5,45
4814,0.9574886734818456,35,35,5,15,10
3132,0.9574826865816252,20,35,5,10,30
2588,0.9574180140376529,15,45,5,5,30
4008,0.9574138380067662,30,10,5,25,30
5489,0.9573946705787733,45,15,10,10,20
2930,0.9573651069121843,20,20,10,5,45
5368,0.9573576204293606,45,5,5,35,10
1919,0.9573573645923406,10,45,5,5,35
4861,0.9573273188041073,35,45,5,15,0
4348,0.9573141703411007,30,40,5,10,15
5622,0.9573086289210805,45,40,10,0,5
2998,0.9572775881112099,20,25,5,15,35
1785,0.9572730124935588,10,35,5,10,40
4969,0.9572646173810403,40,5,15,5,35
4783,0.9572526961615864,35,30,10,0,25
2099,0.9572501091500059,15,10,5,25,45
5220,0.957211897037236,40,30,5,20,5
5565,0.9572065742585614,45,25,10,5,15
5529,0.9572002584922538,45,20,5,30,0
4688,0.9571927332444145,35,20,10,5,30
5088,0.9571895835684741,40,15,5,25,15
3229,0.9571895525296794,20,45,5,5,25
4682,0.9571861928508746,35,20,5,20,20
5485,0.9571736606960173,45,15,5,30,5
3750,0.9571612614852032,25,35,5,10,25
3633,0.9571460822257045,25,25,5,15,30
2326,0.9571306794414561,15,25,5,15,40
5247,0.9571076226955356,40,35,5,20,0
5494,0.9570805291945786,45,15,15,0,25
5374,0.9570767798043187,45,5,10,15,25
1240,0.9570103654275361,5,45,5,5,40
4954,0.9569838096971799,40,5,5,30,20
4779,0.9569633941268421,35,30,5,15,15
4548,0.9569268468337723,35,10,5,25,25
5185,0.956917827218505,40,25,5,20,10
4014,0.9567872913052093,30,10,10,10,40
5431,0.9567622074679475,45,10,5,30,10
1095,0.9567475214617236,5,35,5,10,45
4216,0.9567340271877487,30,25,5,15,25
1634,0.9567081968948896,10,25,5,15,45
5381,0.9566976302678832,45,5,15,5,30
3828,0.9566699830594336,25,45,5,5,20
3417,0.9566560702651319,25,10,10,10,45
3488,0.9566527879111815,25,15,5,20,35
4555,0.9566314003733769,35,10,10,10,35
5297,0.9566167506268546,45,0,5,35,15
2847,0.9566030468592047,20,15,5,20,40
3261,0.956555952373214,25,0,5,30,40
4313,0.9565531507299635,30,35,5,10,20
5146,0.9565454454703424,40,20,10,5,25
3855,0.9565173416224969,30,0,5,30,35
5563,0.956503366417669,45,25,5,25,0
5609,0.9564830042096587,45,35,10,0,10
5528,0.9564351264690886,45,20,5,25,5
4082,0.9564285420790395,30,15,5,20,30
4860,0.9563973402938868,35,45,5,10,5
5222,0.9563945635847954,40,30,10,0,20
572,0.9563805176499288,0,45,5,5,45
2626,0.9563311594988452,20,0,5,30,45
2173,0.9562818457299441,15,15,5,20,45
4840,0.9562312929752578,35,40,5,10,10
5141,0.9562292523645718,40,20,5,20,15
4397,0.9562131347578645,35,0,5,30,30
5031,0.9561862215993516,40,10,10,10,30
5024,0.9561666116064573,40,10,5,25,20
5246,0.9561420940635508,40,35,5,15,5
5266,0.9560782453868534,40,40,5,15,0
2534,0.9560483266067107,15,40,5,5,35
4735,0.9560400134785529,35,25,5,15,20
3185,0.9560032613860097,20,40,5,5,30
5484,0.9559767879306659,45,15,5,25,10
5367,0.9559699893319886,45,5,5,30,15
3068,0.9559570740685389,20,30,5,10,35
4618,0.9559284696210677,35,15,5,20,25
4374,0.9558580917494491,30,45,5,5,15
3696,0.9558162670369009,25,30,5,10,30
2400,0.955815880872293,15,30,5,10,40
1855,0.955807299920485,10,40,5,5,40
5219,0.9558024404913821,40,30,5,15,10
3335,0.9557102093835164,25,5,5,25,40
3793,0.9556696331360715,25,40,5,5,25
3931,0.9556651240226162,30,5,5,25,35
4813,0.9556574191811325,35,35,5,10,15
4879,0.9556417872868365,40,0,5,30,25
3640,0.9556294276858125,25,25,10,0,40
5589,0.9556098133261268,45,30,5,20,0
5531,0.9556010671955221,45,20,10,5,20
4402,0.9555999755815545,35,0,10,15,40
3859,0.9555702783935448,30,0,10,15,45
4222,0.955562283800083,30,25,10,0,35
5562,0.9554992225721756,45,25,5,20,5
2696,0.9554882232938302,20,5,5,25,45
3562,0.9554727387995892,25,20,5,15,35
5436,0.9554503510917155,45,10,10,10,25
4418,0.9554343549903731,35,0,20,0,45
2923,0.9554294113407799,20,20,5,15,40
3005,0.9554013159341561,20,25,10,0,45
1710,0.9553955709485757,10,30,5,10,45
4269,0.9553913018368014,30,30,5,10,25
4473,0.9553507416044886,35,5,5,25,30
4902,0.9553505566476673,40,0,20,0,40
4885,0.955347696324157,40,0,10,15,35
4563,0.9553001638246239,35,10,15,0,40
1169,0.9552833958026512,5,40,5,5,45
4022,0.9552788422387478,30,10,15,0,45
4152,0.9552384684438849,30,20,5,15,30
5590,0.9552334828920498,45,30,10,0,15
4740,0.9551973522741738,35,25,10,0,30
5087,0.9551514343887747,40,15,5,20,20
5430,0.9551326917386739,45,10,5,25,15
2249,0.9551110498355535,15,20,5,15,45
5184,0.9550633705621672,40,25,5,15,15
4347,0.955045736296546,30,40,5,5,20
5038,0.9550199535794901,40,10,15,0,35
5527,0.9549934238633789,45,20,5,20,10
4089,0.9549729341266452,30,15,10,5,40
5319,0.9549593628715681,45,0,20,0,35
5265,0.9548596454641224,40,40,5,10,5
3494,0.9548494432647731,25,15,10,5,45
5279,0.9548368894848214,40,45,5,10,0
5303,0.9548115830541329,45,0,10,15,30
1017,0.95480877379596,5,30,0,40,25
4625,0.9548059809049916,35,15,10,5,35
5296,0.9548024165484742,45,0,5,30,20
942,0.9547659517187784,5,25,0,45,25
4953,0.9547655034467794,40,5,5,25,25
4859,0.9547534610153433,35,45,5,5,10
344,0.9547272280067335,0,30,0,40,30
4681,0.9547247428389984,35,20,5,15,25
941,0.954713184134402,5,25,0,40,30
868,0.9547107102930432,5,20,0,45,30
1557,0.9547067291993381,10,20,0,45,25
1632,0.9547059275651923,10,25,0,40,25
1092,0.9546926041890422,5,35,0,35,25
271,0.9546826612621779,0,25,0,45,30
4778,0.954680765604731,35,30,5,10,20
3411,0.9546680732138791,25,10,5,20,40
1708,0.9546387187012432,10,30,0,40,20
420,0.954625321656699,0,35,0,40,25
4007,0.9546158242900576,30,10,5,20,35
419,0.954613363797858,0,35,0,35,30
1633,0.9546016595941081,10,25,0,45,20
1016,0.95455578786905,5,30,0,35,30
495,0.9545496334068734,0,40,0,35,25
1707,0.9545447006243574,10,30,0,35,25
1093,0.9545438322993851,5,35,0,40,20
345,0.9545434947358368,0,30,0,45,25
5188,0.9545329174402771,40,25,10,0,25
1781,0.9545162533108098,10,35,0,35,20
5608,0.9545115021454669,45,35,5,15,0
5245,0.9544739041979254,40,35,5,10,10
270,0.9544704183512648,0,25,0,40,35
201,0.9544686226202816,0,20,0,45,35
1018,0.9544662513444709,5,30,0,45,20
1166,0.9544633593239308,5,40,0,35,20
1483,0.9544575216197504,10,15,0,45,30
2248,0.9544546150062085,15,20,0,45,20
2770,0.9544496599079499,20,10,5,20,45
2323,0.9544465421021214,15,25,0,40,20
5442,0.9544362117136791,45,10,15,0,30
3131,0.9544174965604196,20,35,5,5,35
1556,0.9544133833372738,10,20,0,40,30
1165,0.954409842169301,5,40,0,30,25
2172,0.9543654625288126,15,15,0,45,25
5588,0.9543579220323467,45,30,5,15,5
2587,0.9543513199287373,15,45,5,0,35
5093,0.9543463912372957,40,15,10,5,30
494,0.9543335016029625,0,40,0,30,30
2247,0.9543165259205387,15,20,0,40,25
343,0.954312928509483,0,30,0,35,35
568,0.9543088249522761,0,45,0,30,25
798,0.9543030243886508,5,15,0,45,35
3228,0.9542968162135738,20,45,5,0,30
4547,0.9542906564963697,35,10,5,20,30
2470,0.9542828693181445,15,35,5,5,40
2396,0.9542775190622717,15,30,0,35,20
3749,0.9542666462910917,25,35,5,5,30
867,0.9542597551043547,5,20,0,40,35
1091,0.9542309669326214,5,35,0,30,30
1850,0.9542266380259259,10,40,0,30,20
1235,0.9542171993335713,5,45,0,30,20
1780,0.954215463516409,10,35,0,30,25
2397,0.9542153307503876,15,30,0,40,15
1782,0.9542096041164136,10,35,0,40,15
1631,0.954207984198876,10,25,0,35,30
4409,0.9541932425548468,35,0,15,5,45
2324,0.9541880837362191,15,25,0,45,15
496,0.9541626750847526,0,40,0,40,20
1709,0.9541403388421165,10,30,0,45,15
4839,0.9541306475780124,35,40,5,5,15
1851,0.9541203033420984,10,40,0,35,15
569,0.9541195310779567,0,45,0,35,20
1918,0.9541163044435238,10,45,5,0,40
4893,0.9541105108851565,40,0,15,5,40
2322,0.9541057808311755,15,25,0,35,25
5483,0.9540970154608173,45,15,5,20,15
2466,0.9540825495472617,15,35,0,35,15
3632,0.9540807815817627,25,25,5,10,35
940,0.9540558043664208,5,25,0,35,35
421,0.9540492732385499,0,35,0,45,20
2997,0.9540446476683736,20,25,5,10,40
2845,0.9540249852382489,20,15,0,45,20
418,0.9539886377472737,0,35,0,30,35
2920,0.9539672858780124,20,20,0,40,20
2921,0.9539528691220278,20,20,0,45,15
1234,0.9539527853141533,5,45,0,25,25
3827,0.9539502962746201,25,45,5,0,25
2465,0.9539399398525099,15,35,0,30,20
2994,0.9539335054109174,20,25,0,40,15
4479,0.9539322499075079,35,5,10,10,40
5140,0.9539304278535937,40,20,5,15,20
2098,0.9539232460840213,15,10,0,45,30
1167,0.9539168786143198,5,40,0,40,15
3936,0.9539108498274254,30,5,10,10,45
5366,0.9539085320032243,45,5,5,25,20
137,0.9539043873830428,0,15,0,45,40
567,0.9538799729074323,0,45,0,25,30
1236,0.9538664064603152,5,45,0,35,15
1784,0.9538656880552758,10,35,5,5,45
1914,0.9538647844910754,10,45,0,30,15
200,0.953858110792468,0,20,0,40,40
1413,0.9538571755317133,10,10,0,45,35
4215,0.9538358058945404,30,25,5,10,30
1706,0.9538337937130271,10,30,0,30,30
4312,0.9538281399723307,30,35,5,5,25
2171,0.9538281001545486,15,15,0,40,30
1094,0.9538102864362635,5,35,0,45,15
5561,0.9538041754779426,45,25,5,15,10
2529,0.9537820992693529,15,40,0,30,15
1482,0.9537644383166572,10,15,0,40,35
1913,0.9537621460550292,10,45,0,25,20
3063,0.9537526984072863,20,30,0,35,15
2993,0.9537472633536036,20,25,0,35,20
2769,0.9537425362746454,20,10,0,45,25
5311,0.9537318366612085,45,0,15,5,35
1164,0.9537310716406889,5,40,0,25,30
2325,0.9537300023295576,15,25,5,10,45
